Divison,Police Station,Date of Occurrence of the Mugging Incident  (YY/MM/DD),Time of Occurrence,Month,Day,Time,Place of Occurrence of the mugging incident,The way in which mugging was done and property looted,Type of Place,Latitude,Longitute,Date of Report,Victim's Gender,Victim's AGE ,"Type of the 
Vehicle used by the assailants
( 2/3/4 wheeler/Walk)",Vehicle model as identified by the Victim,Vehicle Colour as reported by the victim,Vehicle Number as reported by the victim,Whether CC TV Footage is available ? (Yes/No),Whether the accused was wearing a Helmet or not (Yes/No),Whether the FIR has been Detected/ Undetected ?,,,
SOUTH,Jayaprakash Nagar PS,20.11.2014,20:00:00,November,Thursday,18:00-21:00,"Aishwarya Bakery beside Road,, J.P.Nagar 5th Phase, Bangalore",Snatching while on the move (Accused on bike) from front,On Side Road,12.9063314,77.59179,20.11.2014,Female,27,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Banashankari PS,30.11.2014,15:15:00,November,sunday,15:00-18:00,"Near Umamaheshwara Park, Banashankari 2nd stage, Bangalore",Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.554497,77.342206,30.11.2014,Female,55,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Banashankari PS,30.11.2014,15:15:00,November,sunday,15:00-18:00,"Near Umamaheshwara Park, Banashankari 2nd stage, Bangalore",Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.554497,77.342206,30.11.2014,Female,62,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Jayanagar PS,04.12.2014,13:15:00,December,Thursday,12:00-15:00,"INFRONT oF NO. 409, 18TH CROSS, NEXT TO KASHYAP, EYE CLINIC, 3RD
BLOCK JAYANAGAR, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.923937,77.589322,04.12.2014,Female,32,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH,Channammanakere Achu Kattu PS,06.12.2014,20:30:00,December,saturday,18:00-21:00,"3RD MAIN ROAD, ITI LAYOUT,, BSK 3RD STAGE, Bangalore",Snatching while on the move (Accused on bike) from front,"Near Temples, Masque, Church Etc",12.9308057,77.55821487,06.12.2014,Female,68,2 Wheeler,Bajaj Pulsar,BLACK,No,No,YES,Undetected,,,
SOUTH,Kumaraswamy Layout PS,15.12.2014,10:30:00,December,Monday,09:00-12:00,"#197/B, 9th Cross, Near Bescom, Vittal Nagara,Bangalore",Snatching with assault,In-front of Victims house,12.90123583,77.55476619,15.12.2014,Female,78,By Walk,No,No,No,No,No,Detected,,,
SOUTH,Jayanagar PS,17.12.2014,13:00:00,December,Wednesday,12:00-15:00,"INFRONT OF NO. 104/A, 29TH A CROSS, KANAKAPURA, ROAD, 7TH BLOCK
JAYANAGARA, Bangalore",Snatching by walk & escaping with bike,On Side Road,12.9291409,77.5774467,17.12.2014,Female,62,2 Wheeler,Honda activa,No,No,NO,NO,Undetected,,,
SOUTH,Jayanagar PS,18.12.2014,17:00:00,December,Thursday,15:00-18:00,"16th A Main, 37th Cross Junction, 4th T Block Jayanagara, Bangalore",Snatching by walk & escaping with bike,On a main road,12.9225454,77.5880374,18.12.2014,Female,79,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH,Jayaprakash Nagar PS,18.12.2014,12:35:00,December,Thursday,12:00-15:00,"7th Main, KSRTC Layout, J.P.nagar 2nd Phase, Bangalore",Snatching by walk & escaping with bike,On Side Road,12.9132375,77.5946588,18.12.2014,Female,45,2 Wheeler,Bajaj Pulsar,No,No,No,No,Detected,,,
SOUTH,Siddapura PS,22.12.2014,16:30:00,December,Monday,15:00-18:00,"Infront of the No.300, 12th cross, 2nd 2nd block, jayanagar, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.940313,77.58401,22.12.2014,Female,39,2 Wheeler,Honda activa,No,No,no,yes,Detected,,,
SOUTH,Channammanakere Achu Kattu PS,20.12.2014, 19:00:00,December,saturday,18:00-21:00,"2nd main, Srinivasanagar, BSK 3rd Stage,  Bangalore",Snatching while on the move (Accused on bike) from front,On a main road,12.9354625,77.55761923,20.12.2014,Female,60,2 Wheeler,No,No,No,No,YES,Undetected,,,
SOUTH,Subramanyapura PS,22.12.2014,17:40:00,December,Monday,15:00-18:00,"3rd main, shreyas colony,  Bangalore",Snatching while on the move (Accused on bike) from front,On a main road,12.89403507,77.55525426,22.12.2014,Female,63,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Thyagarajanagar PS,19.12.2014,13:00:00,December,Friday,12:00-15:00,"INFRONT OF HOUSE NO 67/1, 1ST CROSS, 1ST BLOCK, THYAGARAJA
NAGAR, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.5692,77.341419,23.12.2014,Female,67,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Thyagarajanagar PS,23.12.2014,17:45:00,December,Tuesday,15:00-18:00,"NEAR HOUSE NO. 245, 7TH A CROSS, SHASTRI NAGARA, Bangalore",Attention diversion by indulging in small talk,In-front of Victims house,12.555737,77.341932,23.12.2014,Female,55,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Central PS,23.12.2014,18:00:00,December,Tuesday,18:00-21:00,"NEAR MIDLE SCHOOL ROAD CROSS,, NHS ROAD, VV PURAM, Bangalore
city",Snatching while on the move (Accused on bike) from back,On a main road,12.95237894,77.57986571,23.12.2014,Female,52,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Banashankari PS,23.12.2014,17:15:00,December,Tuesday,15:00-18:00,"23rd Main,, Banashankari 2nd stage, Bangalore",Snatching while on the move (Accused on bike) from front,On a main road,12.552595,77.33476,23.12.2014,Female,59,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Banashankari PS,23.12.2014,17:45:00,December,Tuesday,15:00-18:00,"In Front Of No-589/1, 14th Main, 23rd Cross,, Banashankari 2nd Stage, Bangalore
city",Snatching while on the move (Accused on bike) from back,On a main road,12.552782,77.34165,23.12.2014,Female,35,2 Wheeler,Bajaj Pulsar,Black,No,No,No,Detected,,,
SOUTH,Kumaraswamy Layout PS,23.12.2014,16:30:00,December,Tuesday,15:00-18:00,"In Front of No 40, Kanasu, 2nd Cross,, Harsha Lay out, Yalacenhalli, Bangalore
city",Snatching by walk & escaping with bike,In-front of Victims house,12.89797466,77.56271434,23.12.2014,Female,45,2 Wheeler,Bajaj Pulsar,Black,No,No,No,Undetected,,,
SOUTH,Kumaraswamy Layout PS,23.12.2014,17:00:00,December,Tuesday,15:00-18:00,"In Front of Bekari, Near Eidgha Feild, Kadirenahalli Road, Kadirenahalli, Bangalore
city",Snatching while on the move (Accused on bike) from back,On Side Road,12.91141981,77.56207686,23.12.2014,Female,44,2 Wheeler,Bajaj Pulsar,Black,No,Yes,No,Undetected,,,
SOUTH,Girinagar PS,24.12.2014,20:00:00,December,Wednesday,18:00-21:00,"Infront of No.776/858, 1st 
D Main, Girinagar, Bangalore",Snatching by walk & escaping with bike,"In Isolated areas (Othrethan main road, Side road)",12.940147,77.540774,24.12.2014,Female,44,2 Wheeler,Bajaj Pulsar,Black ,No,No,Yes,Undetected,,,
SOUTH,Channammanakere Achu Kattu PS,24.12.2014,19:30:00,December,Wednesday,18:00-21:00,"IN FRONT OFHOUSE 42/43/A, 3RD CROSS, 3RD WEST MAIN, ITI LAYOUT,
KATRIGUPPE, BSK 3RD STAGE, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.93231816,77.55891202,13.10.2014,Female,50,2 Wheeler,Bajaj Pulsar,BLACK,No,No,YES,Detected,,,
SOUTH,Jayaprakash Nagar PS,26.12.2014,11:00:00,December,Thursday,09:00-12:00,"Near Nandini Milk Booth,
 8th Main, J.P.Nagar 3rd Phase, Bangalore`",Snatching while on the move (Accused on bike) from back,On a main road,12.9109144,77.5935649,26.12.2014,Female,61,2 Wheeler,Bajaj Pulsar,No,No,No,No,Detected,,,
SOUTH,Jayaprakash Nagar PS,26.12.2014,11:00:00,December,Friday,09:00-12:00,"Near Nandini Milk Booth,
 8th Main, J.P.Nagar 3rd Phase, Bangalore`",Snatching while on the move (Accused on bike) from back,On a main road,12.9109144,77.5935649,26.12.2014,Female,61,2 Wheeler,Bajaj Pulsar,No,No,No,No,Detected,,,
SOUTH,Basavanagudi PS,30.12.2014,10:00:00,December,Tuesday,09:00-12:00,"H.B.Samaja Road, Near Charan Bank, Basavanagudi, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.564512,77.341933,30.12.2014,Female,30,2 Wheeler,Bajaj Chethak,Dark Green ,KA05EL657,No,No,Detected,,,
SOUTH,Channammanakere Achu Kattu PS,30.12.2014, 21:00:00,December,Tuesday,18:00-21:00,"NEAR GANAPATHI TEMPLE, KATHRIGUPPE MAIN ROAD, BSK 3RD
STAGE,Bangalore",Snatching while on the move (Accused on bike) from front,"Near Temples, Masque, Church Etc",12.9313019,77.55502782,30.12.2014,Female,42,2 Wheeler,Bajaj Pulsar,BLACK,No,No,YES,Detected,,,
SOUTH,Channammanakere Achu Kattu PS,30.12.2014, 21:00:00,December,Tuesday,18:00-21:00,"NEAR GANAPATHI TEMPLE, KATHRIGUPPE MAIN ROAD, BSK 3RD
STAGE,Bangalore",Snatching while on the move (Accused on bike) from front,"Near Temples, Masque, Church Etc",12.92859148,77.55852428,30.12.2014,Female,42,2 Wheeler,Bajaj Pulsar,BLACK,No,No,YES,Detected,,,
SOUTH,Central PS,23.12.2014,18:00:00,December,Tuesday,18:00-21:00,"West Circle rd, Near Jain Temple Rd, V.V.Puram,   Bangalore",Snatching by walk & escaping with bike,"Near Temples, Masque, Church Etc",12.9486433,77.57586657,06.01.2015,Female,47,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Hanumanthanagar PS,06.01.2015,14:30:00,January,Tuesday,12:00-15:00,"5th Main 11th CRoss Basappa Layout, Hanumantha Nagara, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.564633,77.334608,06.01.2015,Female,39,2 Wheeler,No,Black ,No,no,no,Detected,,,
SOUTH,Kumaraswamy Layout PS,16.01.2015,16:25:00,January,Friday,15:00-18:00,"Infront of No.2713 House, 6th Main Road, Near 108 Ganesha Temple, K.S Layout
2nd Stage, Bengaluru",Snatching while on the move (Accused on bike) from back,On a main road,12.900089,77.561877,16.01.2015,Female,65,2 Wheeler,Bajaj Pulsar,Black,No,No,No,Undetected,,,
SOUTH,Basavanagudi PS,24.01.2015,8:00:00,January,saturday,06:00-09:00,"Opp Karnataka Bank ATM, Nettakallappa Circle, Basavanagudi, Bengaluru",Snatching while on the move (Accused on bike) from back,On a main road,12.562499,77.342241,24.01.2015,Female,38,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Kumaraswamy Layout PS,01.02.2015,18:45:00,February,sunday,18:00-21:00,"Infront of house No.107, 1st A main, isro layout, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.908905,77.554094,01.02.2015,Female,51,2 Wheeler,Bajaj Pulsar,Black,No,No,No,Undetected,,,
SOUTH,Banashankari PS,11.02.2015,18:00:00,February,Wednesday,18:00-21:00,"17th D cross, Banashankari 2nd Stage,Bengaluru",Snatching by walk & escaping with bike,On a main road,12.553663,77.341398,11.02.2015,Female,65,2 Wheeler,No,Black,No,No,No,Undetected,,,
SOUTH,Hanumanthanagar PS,22.02.2015,10:50:00,February,sunday,09:00-12:00,"In Front of No:214/A, 2nd Cross Near Venkataramana, Temple Bsk 1st
Stage,Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.563409,77.331935,22.02.2015,Female,58,2 Wheeler,No,No,No,no,no,Undetected,,,
SOUTH,Basavanagudi PS,02.03.2015,12:15:00,March,Monday,12:00-15:00,"No 38/30, Model House Street, Basavanagudi  Bengaluru",Attention diversion by indulging in small talk,In-front of Victims house,12.561547,77.3432,02.03.2015,Female,50,2 Wheeler,Bajaj Pulsar,Black,KA05EV4103,No,No,Detected,,,
SOUTH,Jayanagar PS,02.03.2015,15:00:00,March,Monday,15:00-18:00,"Infront of no.147, 36th A cross, 7th main, 5th block, jayanagar,  Bengaluru",Attention diversion by indulging in small talk,On Side Road,12.922926,77.581653,02.03.2015,Female,59,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH,Jayanagar PS,13.03.2015,15:00:00,March,Friday,15:00-18:00,"Infront of house no. 34/9, 38th A cross, 8th block, jayanagar, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.921652,77.579288,13.03.2015,Female,76,2 Wheeler,No,No,No,NO,No,Detected,,,
SOUTH,Central PS,22.03.2015,6:00:00,March,sunday,06:00-09:00,"Infront of No-148, Mahadeshwara building,5th main, Chamrajpete, Bengaluru",Attention diversion by indulging in small talk,In-front of Victims house,12.9594654,77.57113375,22.03.2015,Female,75,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Girinagar PS,22.03.2015,20:30:00,March,sunday,18:00-21:00,"Infront of SOFA Store, Water Tank Road, Near NCERT Junction, Bengaluru",Accused was on foot,On Side Road,12.555522,77.324131,22.03.2015,Female,26,2 Wheeler,TVS Victor ,Blue,KA-04 E.K 8026,NO,No,Detected,,,
SOUTH,Jayanagar PS,31.03.2015,16:00:00,March,Tuesday,15:00-18:00,"Infront of house, No.458, 39th B cross, 10th main, 5th block, jayanagar,   Bengaluru",Snatching by walk & escaping with bike,On a main road,12.920838,77.584811,31.03.2015,Female,72,2 Wheeler,No,No,No,NO,NO,Detected,,,
SOUTH,Jayanagar PS,01.04.2015,19:00:00,April,Wednesday,18:00-21:00,"Infront of Banashankari, Textils, 42nd cross, 1st A main, 8th block, Jayanagar,  Bengaluru",Snatching by walk & escaping with bike,On a main road,12.918973,77.575984,01.04.2015,Female,50,2 Wheeler,No,No,No,No,NO,Undetected,,,
SOUTH,Siddapura PS,07.04.2015,14:10:00,April,Tuesday,12:00-15:00,"Infront of the house No.73, Mountain treet, jayanagar, 1st block east, Bengaluru",Attention diversion by indulging in small talk,In-front of Victims house,12.93614684,77.5866439,09.04.2015,Female,63,2 Wheeler,No,no,No,no,no,Undetected,,,
SOUTH,Central PS,17.04.2015,5:45:00,April,Friday,03:00-06:00,"Infront of Jain temple, Jain temple road, V.V.Puram,Bengaluru",Attention diversion by indulging in small talk,"Near Temples, Masque, Church Etc",12.95154815,77.57555399,17.04.2015,Female,70,2 Wheeler,No,No,No,No,No,Detected,,,
SOUTH,Basavanagudi PS,25.04.2015,16:15:00,April,saturday,15:00-18:00,"Shop Street, Basavanagudi Bangalore,Bengaluru",Accused was on foot,"Near a Park, Walking route",12.562614,77.34891,25.04.2015,Female,49,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Jayaprakash Nagar PS,02.05.2015,22:35:00,May,saturday,21:00-00:00,"In Front of House No-1290, 27th Main, 8th Cross,, JP Nagar 1st Phase, Bengaluru",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.9114503,77.57896375,02.05.2015,Female,27,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Subramanyapura PS,06.05.2015,5:15:00,May,Wednesday,03:00-06:00,"In front of house no.31, 8th cross, ganesha temple road, Hanumagiri nagara, Chikkalasandra, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.88287492,77.5704189,06.05.2015,Female,72,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Jayanagar PS,08.05.2015,6:20:00,May,Friday,06:00-09:00,"Near handloom world, 10th b main, jayanagar, 3rd block,  Bengaluru",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.932486,77.589626,08.05.2015,Female,65,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Jayaprakash Nagar PS,18.05.2015,14:00:00,May,Monday,12:00-15:00,"Infront of house No.1219, 2nd A Cross, 18th Main, 2nd phase 
J P Nagara, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.90635,77.5902022,18.05.2015,Female,64,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Girinagar PS,22.05.2015,21:15:00,May,Friday,21:00-00:00,"Infront of No.784, 8th Cross, Byrappa Garden, BSK 3rd Stage, Bengaluru",Snatching while on the move (Accused on bike) from front,"In Isolated areas (Othrethan main road, Side road)",12.555485,77.325253,22.05.2015,Female,47,2 Wheeler,No,No,No,No,Yes,Undetected,,,
SOUTH,Hanumanthanagar PS,20.05.2015,12:45:00,May,Wednesday,12:00-15:00,"In front of nO-84, 3rd Cross, Masthi Venkatesh Iyangar Road, Gavipuram Extn,
Bengaluru",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.5645,77.335842,20.05.2015,Female,75,2 Wheeler,Honda activa,No,No,No,no,Undetected,,,
SOUTH,Hanumanthanagar PS,28.05.2015,7:30:00,May,Thursday,06:00-09:00,"CK Acchukattu park road,, Gangammana gudi Layout, Vidyapeeta Circle, Bengaluru",Snatching with assault,On Side Road,12.56582,77.334108,28.05.2015,Female,39,2 Wheeler,Honda activa,Black ,KA-53 Q-2203,NO,NO,Detected,,,
SOUTH,Jayaprakash Nagar PS,27.05.2015,12:00:00,May,Wednesday,12:00-15:00,"In front of Sri
 Annapurneshwari store No 483,, 17th D Cross, 12th Main, J.P.Nagar 5th Phase, Bengaluru",Attention diversion by indulging in small talk,Other Places,12.9047713,77.5930591,27.05.2015,Female,42,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Thyagarajanagar PS,02.06.2015,10:15:00,June,Tuesday,09:00-12:00,"SAI BABA MANDIRA ROAD, 1ST BLOCK, THYAGARAJA NAGARA, BENGALURU",Attention diversion by indulging in small talk,"Near Temples, Masque, Church Etc",12.56983,77.34938,02.06.2015,Female,68,2 Wheeler,Bajaj Pulsar,BLACK,No,YES,YES,Undetected,,,
SOUTH,Jayaprakash Nagar PS,02.06.2015,11:45:00,June,Tuesday,09:00-12:00,"In front of House No 117, 5th A Cross, 32nd Main, ITI Layout, J.P.Nagar 1st Phase,
Bengaluru city-78",Attention diversion by indulging in small talk,In-front of Victims house,12.9114965,77.582761,02.06.2015,Female,62,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Jayanagar PS,09.06.2015,19:30:00,June,Tuesday,18:00-21:00,"39th A Cross, 14th Main Junction, 4th T Block Jayanagara, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.971599,77.594563,09.06.2015,Female,65,2 Wheeler,Bajaj Pulsar,No,No,No,No,Undetected,,,
SOUTH,Subramanyapura PS,10.06.2015,16:30:00,June,Wednesday,15:00-18:00,NEAR DOUBLE  ROAD PARK,Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.86938358,77.58391056,10.06.2015,Female,57,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Girinagar PS,11.06.2015,8:55:00,June,Thursday,06:00-09:00,"10th Cross, 1st Main Junction Byrappa Garden, BSK 3rd Stage, B'lore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.555468,77.325223,11.06.2015,Female,62,2 Wheeler,Bajaj Pulsar,Black ,No,No,No,Undetected,,,
SOUTH,Subramanyapura PS,11.06.2015,9:00:00,June,Thursday,09:00-12:00,"2ND MAIN, HANUMA HILLS LAYOUT     SUBRAMANYAPURA POST",Snatching while on the move (Accused on bike) from back,On Side Road,12.87732329,77.56721483,11.06.2015,Female,73,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Kumaraswamy Layout PS,11.06.2015,9:30:00,June,Thursday,09:00-12:00,"Infront of house No.105, A main, 3rd Cross, isro layout, Bengaluru",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.89644747,77.56673681,11.06.2015,Male,64,2 Wheeler,Bajaj Pulsar,Black ,No,No,No,Undetected,,,
SOUTH,Subramanyapura PS,11.06.2015,11:40:00,June,Thursday,09:00-12:00,"NEAR COMPLAINANTS HOUSE, 20TH MAIN, 24TH CROSS  PURNAPRAJNA NAGARA, UTTARAHALLI",Snatching while on the move (Accused on bike) from back,On Side Road,12.89280005,77.55501449,11.06.2015,Female,57,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Jayaprakash Nagar PS,12.06.2015,14:25:00,June,Friday,12:00-15:00,"In front of House No 7561, 13th Cross, 22nd Main, J.P.Nagar 2nd Phase,
Bengaluru city-78",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.9094512,77.5872033,12.06.2015,Female,62,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Siddapura PS,04.06.2015,05:40:00,June,Thursday,03:00-06:00,Infront of the  # 189. 7Tth main. Byrasndra. Bangalore. ,Snatching by walk & escaping with bike,In-front of Victims house,12.938924,77.584671,04.06.2015,Female,61,2 Wheeler,No,No,No,no,No,Undetected,,,
SOUTH,Channammanakere Achu Kattu PS,21.06.2015, 20:45:00,June,sunday,18:00-21:00,"5TH MAIN, 3RD CROSS, 2ND BLOCK, BSK 3RD STAGE, BANGALORE-85",Snatching while on the move (Accused on bike) from back,"In Isolated areas (Othrethan main road, Side road)",12.92826252,77.5495424,21.06.2015,Female,49,2 Wheeler,Bajaj Pulsar,Black ,No,No,YES,Undetected,,,
SOUTH,Banashankari PS,23.06.2015,15:00:00,June,Tuesday,15:00-18:00,"17th main, Banashankari 2nd Stage Bengaluru",Snatching by walk & escaping with bike,"Near School, College Etc (Where victim had gone to drop off / pick up child)",12.553906,77.34024,23.06.2015,Female,29,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Subramanyapura PS,25.06.2015,15:45:00,June,Thursday,15:00-18:00,"NEAR NO 572, 3RD MAIN, 4TH CROSS  RBI LAYOUT JP NAGAR 7TJH PHASE",Snatching while on the move (Accused on bike) from back,"Near School, College Etc (Where victim had gone to drop off / pick up child)",12.89038894,77.57899331,25.06.2015,Male,73,2 Wheeler,No,No,No,Yes,No,Undetected,,,
SOUTH,Subramanyapura PS,17.06.2015,18:00:00,June,Wednesday,18:00-21:00,NEAR ABBAIH NAIDU STUDIO CHIKKALSANDRA,Snatching while on the move (Accused on bike) from back,On Side Road,12.91900624,77.5453977,28.06.2015,Female,34,2 Wheeler,No,No,No,No,No,Undetected,,,
SOUTH,Banashankari PS,30.06.2015,6:05:00,June,Wednesday,06:00-09:00,"No 3466, 9th Main, 1st Cross, Kaveri Nagara, Banashankari 2nd stage Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.551216,77.34101,30.06.2015,Female,65,2 Wheeler,Honda activa,Black ,No,No,No,Undetected,,,
NORTH ,Malleshwaram P S,10.08.2014,19:45:00,August,Sunday,18:00-21:00,"Infront of Abhijit Apartment, 9th Cross, 7th Main, Malleswaram, Bengaluru-03",Snatching while on the move (Accused on bike) from back,On Side Road,13.00014682,77.56793108,10.08.2014,Female,24,2 Wheeler,No,Black,No,NO,NO,Detected,,,
NORTH ,Malleshwaram P S,21.11.2014,13:00:00,November,Friday,12:00-15:00,"Near Venkateswara Temple, 17th Cross, Malleswaram, Bangalore-03",Snatching while on the move (Accused on bike) from back,"Near Temples, Masque, Church Etc",13.00760463,77.56360069,21.11.2014,Female,35,2 Wheeler,No,Black,KA-04 HF-6345,NO,NO,Detected,,,
NORTH ,Srirampura P S,30.08.2014,21:45:00,August,Saturday,21:00-00:00,"No. 60, 3rd Cross, 2nd Main Nagappa Block Srirampura",Snatching by walk & escaping with bike,On side road,12.99539042,77.5640166,30.08.2014,Female,73,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Undetected,,,
NORTH ,Srirampura P S,31.08.2014,22:45:00,August,Sunday,21:00-00:00,Near Harishandra Ghat,Snatching while on the move (Accused on bike) from front,On side road,12.99641627,77.56128808,31.08.2014,Female,50,2 Wheeler,Bajaj Pulsar,Blue,No,NO,No,Undetected,,,
NORTH ,Srirampura P S,12.01.2015,11:45:00,January,Monday,09:00-12:00,"Vatala Nagaraj Road, 
Maheswari Bavan, Sriramapura, Bengaluru",By other techniques ,On a main road,12.98234951,77.56489726,12.01.2015,Female,57,By Walk,No,No,No,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,12.06.2014,6:00:00,June,Thursday,06:00-09:00,"No.790, 17th B Main, 5th Block, Rajajinagar, Bengaluru",Attention diversion by indulging in small talk,On Side Road,12.98590944,77.552045,12.06.2014,Male,68,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,28.06.2014,6:50:00,June,Saturday,06:00-09:00,"No.790, 17th B Main, 5th Block, Rajajinagar, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.98590944,77.552045,12.06.2014,Male,68,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,28.06.2014,6:50:00,June,Saturday,06:00-09:00,"Near Attilakkamma Temple 2nd Main, 4th Block, Rajajinagar",Snatching while on the move (Accused on bike) from back,On Side Road,12.98932318,77.55463497,28.06.2014,Female,50,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,27.07.2014,17:00:00,July,Sunday,15:00-18:00,"Near Attilakkamma Temple 2nd Main, 4th Block, Rajajinagar",Snatching while on the move (Accused on bike) from back,On Side Road,12.98932318,77.55463497,28.06.2014,Female,50,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,27.07.2014,18:50:00,July,Sunday,18:00-21:00,"OPP TO WATER TANK , 60TH CROSS, 5TH BLOCK, RAJAJINAGAR, BENGALURU",Snatching by walk & escaping with bike,On Side Road,12.9848771,77.54968513,27.07.2014,Female,40,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Rajajinagar P S,27.07.2014,18:50:00,July,Sunday,18:00-21:00,"4th Block, Rajajinagar",Snatching by walk & escaping with bike,On Side Road,12.98446341,77.55653928,27.07.2014,Female,72,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,30.08.2014,21:40:00,August,Saturday,21:00-00:00,"4th Block, Rajajinagar",Snatching while on the move (Accused on bike) from back,On Side Road,12.98446341,77.55653928,27.07.2014,Female,71,2 Wheeler,HERO HOND HUNK,No,KA-27-R-4530,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,31.08.2014,8:00:00,August,Sunday,06:00-09:00,"7th Main, Prakash Nagar",Snatching by walk & escaping with bike,On Side Road,12.9954938,77.55720325,30.08.2014,Female,30,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,29.06.2015,18:30:00,June,Monday,18:00-21:00,"NO 153, 35 TH CROSS, 2ND BLOCK, JUGANAHALLI, RAJAJINAGAR, BENGALURU-10",Snatching by walk & escaping with bike,On Side Road,12.9928817,77.5556478,31.08.2014,Female,66,2 Wheeler,No,No,No,NO,NO,Undetected,,,
NORTH ,Rajajinagar P S,27.02.2015,19:00:00,February,Friday,18:00-21:00,"23RD CROSS, 19TH MAIN, 2ND BLOCK, RAJAJINAGAR, BENGALURU-10",Snatching by walk & escaping with bike,On Side Road,12.99655317,77.55282692,29.06.2015,Female,50,2 Wheeler,HONDA ACTIVA,WHITE,KA-02-388,NO,NO,Detected,,,
NORTH ,Rajajinagar P S,27.10.2014,6:25:00,October,Monday,06:00-09:00,"17th D Main, 3rd Block, Rajajinagar, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.99018132,77.55292828,27.02.2015,Female,40,2 Wheeler,Bajaj Pulsar,No,No,NO,NO,Detected,,,
